,total_degree,in_degree,internal_edges,out_degree,external_edges
446909,252,252,0,0,0
446910,4,4,0,0,0
446913,313,313,0,0,0
446916,251,251,0,0,0
446932,152,152,0,0,0
446940,299,299,0,0,0
446949,82,82,0,0,0
446957,184,184,0,0,0
446968,310,310,0,0,0
446973,315,315,0,0,0
446980,121,121,0,0,0
446989,359,359,0,0,0
446992,74,74,0,0,0
446999,345,345,0,0,0
447011,50,50,0,0,0
447020,255,255,0,0,0
447023,251,251,0,0,0
447074,128,128,0,0,0
447075,143,143,0,0,0
447083,345,345,0,0,0
447086,201,201,0,0,0
447089,198,198,0,0,0
447090,97,97,0,0,0
447101,44,44,0,0,0
447114,77,77,0,0,0
447123,193,193,0,0,0
447134,65,65,0,0,0
447152,69,69,0,0,0
447159,232,232,0,0,0
447181,168,168,0,0,0
447193,43,43,0,0,0
447204,54,54,0,0,0
447205,143,143,0,0,0
447219,22,22,0,0,0
447236,402,402,0,0,0
447266,75,75,0,0,0
447268,201,201,0,0,0
447269,299,299,0,0,0
447270,163,163,0,0,0
447273,193,193,0,0,0
447287,198,198,0,0,0
447295,87,87,0,0,0
447300,193,193,0,0,0
447312,6,6,0,0,0
447332,28,28,0,0,0
447370,120,120,0,0,0
447374,74,74,0,0,0
447394,353,353,0,0,0
447399,137,137,0,0,0
447400,5,5,0,0,0
447406,251,251,0,0,0
447411,345,345,0,0,0
447421,77,77,0,0,0
447424,313,313,0,0,0
447430,345,345,0,0,0
447436,14,14,0,0,0
447463,133,133,0,0,0
447470,402,402,0,0,0
447472,193,193,0,0,0
447479,85,85,0,0,0
447481,75,75,0,0,0
447484,3,3,0,0,0
447487,345,345,0,0,0
447489,246,246,0,0,0
447522,56,56,0,0,0
447528,282,282,0,0,0
447551,151,151,0,0,0
447552,144,144,0,0,0
447558,101,101,0,0,0
447561,25,25,0,0,0
447571,246,246,0,0,0
447598,251,251,0,0,0
447600,246,246,0,0,0
447617,232,232,0,0,0
447618,103,103,0,0,0
447622,114,114,0,0,0
447635,259,259,0,0,0
447656,313,313,0,0,0
447684,402,402,0,0,0
447709,232,232,0,0,0
447733,75,75,0,0,0
447736,24,24,0,0,0
447738,67,67,0,0,0
447739,251,251,0,0,0
447744,57,57,0,0,0
447747,359,359,0,0,0
447753,56,56,0,0,0
447755,313,313,0,0,0
447759,345,345,0,0,0
447772,152,152,0,0,0
447786,353,353,0,0,0
447796,103,103,0,0,0
447817,30,30,0,0,0
447824,315,315,0,0,0
447831,184,184,0,0,0
447834,82,82,0,0,0
447845,16,16,0,0,0
447848,143,143,0,0,0
447873,67,67,0,0,0
447885,71,71,0,0,0
447888,16,16,0,0,0
447904,3,3,0,0,0
447906,152,152,0,0,0
447934,74,74,0,0,0
447939,10,10,0,0,0
447953,180,180,0,0,0
447965,255,255,0,0,0
447968,65,65,0,0,0
447973,114,114,0,0,0
447975,76,76,0,0,0
447988,74,74,0,0,0
447995,353,353,0,0,0
448004,193,193,0,0,0
448038,102,102,0,0,0
448045,315,315,0,0,0
448050,44,44,0,0,0
448078,402,402,0,0,0
448091,184,184,0,0,0
448098,246,246,0,0,0
448105,299,299,0,0,0
448127,313,313,0,0,0
448135,171,171,0,0,0
448152,121,121,0,0,0
448154,201,201,0,0,0
448166,167,167,0,0,0
448169,39,39,0,0,0
448172,7,7,0,0,0
448188,345,345,0,0,0
448191,102,102,0,0,0
448192,163,163,0,0,0
448193,353,353,0,0,0
448212,25,25,0,0,0
448218,17,17,0,0,0
448219,83,83,0,0,0
448226,9,9,0,0,0
448267,8,8,0,0,0
448276,63,63,0,0,0
448287,299,299,0,0,0
448309,18,18,0,0,0
448318,345,345,0,0,0
448321,193,193,0,0,0
448325,299,299,0,0,0
448333,232,232,0,0,0
448345,3,3,0,0,0
448352,359,359,0,0,0
448356,94,94,0,0,0
448446,180,180,0,0,0
448455,246,246,0,0,0
448460,77,77,0,0,0
448461,25,25,0,0,0
448505,252,252,0,0,0
448514,85,85,0,0,0
448527,163,163,0,0,0
448547,133,133,0,0,0
448553,97,97,0,0,0
448561,121,121,0,0,0
448573,137,137,0,0,0
448593,315,315,0,0,0
448658,128,128,0,0,0
448670,232,232,0,0,0
448671,232,232,0,0,0
448675,57,57,0,0,0
448687,255,255,0,0,0
448695,40,40,0,0,0
448696,198,198,0,0,0
448697,94,94,0,0,0
448710,29,29,0,0,0
448714,87,87,0,0,0
448715,44,44,0,0,0
448716,17,17,0,0,0
448736,281,281,0,0,0
448737,20,20,0,0,0
448738,85,85,0,0,0
448744,82,82,0,0,0
448745,180,180,0,0,0
448746,282,282,0,0,0
448756,353,353,0,0,0
448778,20,20,0,0,0
448780,19,19,0,0,0
448785,44,44,0,0,0
448800,85,85,0,0,0
448871,144,144,0,0,0
448889,144,144,0,0,0
448900,101,101,0,0,0
448901,45,45,0,0,0
448903,27,27,0,0,0
448937,114,114,0,0,0
448940,44,44,0,0,0
448971,168,168,0,0,0
448986,19,19,0,0,0
448991,133,133,0,0,0
449008,30,30,0,0,0
449009,76,76,0,0,0
449039,171,171,0,0,0
449046,313,313,0,0,0
449050,281,281,0,0,0
449052,43,43,0,0,0
449070,163,163,0,0,0
449079,168,168,0,0,0
449083,259,259,0,0,0
449084,102,102,0,0,0
449105,101,101,0,0,0
449106,35,35,0,0,0
449107,281,281,0,0,0
449127,353,353,0,0,0
449128,121,121,0,0,0
449144,180,180,0,0,0
449151,167,167,0,0,0
449161,402,402,0,0,0
449166,9,9,0,0,0
449168,8,8,0,0,0
449197,201,201,0,0,0
449198,120,120,0,0,0
449208,246,246,0,0,0
449212,313,313,0,0,0
449233,315,315,0,0,0
449245,310,310,0,0,0
449256,43,43,0,0,0
449274,306,306,0,0,0
449275,184,184,0,0,0
449284,83,83,0,0,0
449292,252,252,0,0,0
449319,97,97,0,0,0
449329,163,163,0,0,0
449343,359,359,0,0,0
449370,137,137,0,0,0
449383,133,133,0,0,0
449388,281,281,0,0,0
449394,12,12,0,0,0
449404,180,180,0,0,0
449416,151,151,0,0,0
449427,74,74,0,0,0
449431,306,306,0,0,0
449433,45,45,0,0,0
449439,7,7,0,0,0
449457,158,158,0,0,0
449476,12,12,0,0,0
449477,252,252,0,0,0
449478,24,24,0,0,0
449479,70,70,0,0,0
449482,151,151,0,0,0
449483,25,25,0,0,0
449485,315,315,0,0,0
449486,137,137,0,0,0
449494,17,17,0,0,0
449497,198,198,0,0,0
449507,143,143,0,0,0
449512,299,299,0,0,0
449517,29,29,0,0,0
449520,101,101,0,0,0
449522,345,345,0,0,0
449530,299,299,0,0,0
449553,25,25,0,0,0
449566,137,137,0,0,0
449602,198,198,0,0,0
449604,402,402,0,0,0
449611,19,19,0,0,0
449612,143,143,0,0,0
449614,25,25,0,0,0
449618,18,18,0,0,0
449622,22,22,0,0,0
449637,137,137,0,0,0
449638,7,7,0,0,0
449643,299,299,0,0,0
449644,359,359,0,0,0
449650,255,255,0,0,0
449659,201,201,0,0,0
449673,74,74,0,0,0
449676,306,306,0,0,0
449688,315,315,0,0,0
449712,101,101,0,0,0
449713,163,163,0,0,0
449733,24,24,0,0,0
449741,168,168,0,0,0
449744,282,282,0,0,0
449748,114,114,0,0,0
449763,313,313,0,0,0
449774,7,7,0,0,0
449781,315,315,0,0,0
449821,69,69,0,0,0
449825,353,353,0,0,0
449829,299,299,0,0,0
449841,315,315,0,0,0
449845,71,71,0,0,0
449864,306,306,0,0,0
449876,102,102,0,0,0
449887,313,313,0,0,0
449888,66,66,0,0,0
449891,102,102,0,0,0
449904,353,353,0,0,0
449905,133,133,0,0,0
449915,3,3,0,0,0
449935,12,12,0,0,0
449944,359,359,0,0,0
449945,30,30,0,0,0
449961,345,345,0,0,0
449972,72,72,0,0,0
449973,20,20,0,0,0
449981,315,315,0,0,0
449982,310,310,0,0,0
449985,259,259,0,0,0
449992,114,114,0,0,0
449993,12,12,0,0,0
450002,50,50,0,0,0
450012,168,168,0,0,0
450017,315,315,0,0,0
450030,353,353,0,0,0
450032,41,41,0,0,0
450044,6,6,0,0,0
450056,44,44,0,0,0
450067,168,168,0,0,0
450087,102,102,0,0,0
450088,180,180,0,0,0
450109,3,3,0,0,0
450111,193,193,0,0,0
450123,21,21,0,0,0
450132,28,28,0,0,0
450135,151,151,0,0,0
450156,66,66,0,0,0
450164,359,359,0,0,0
450176,167,167,0,0,0
450179,345,345,0,0,0
450181,20,20,0,0,0
450198,315,315,0,0,0
450250,198,198,0,0,0
450253,299,299,0,0,0
450256,353,353,0,0,0
450277,144,144,0,0,0
450279,171,171,0,0,0
450286,402,402,0,0,0
450300,310,310,0,0,0
450303,353,353,0,0,0
450317,67,67,0,0,0
450323,315,315,0,0,0
450332,359,359,0,0,0
450366,6,6,0,0,0
450374,97,97,0,0,0
450394,82,82,0,0,0
450406,14,14,0,0,0
450415,345,345,0,0,0
450418,282,282,0,0,0
450424,359,359,0,0,0
450429,251,251,0,0,0
450438,7,7,0,0,0
450444,359,359,0,0,0
450448,151,151,0,0,0
450459,151,151,0,0,0
450461,168,168,0,0,0
450467,75,75,0,0,0
450472,43,43,0,0,0
450481,163,163,0,0,0
450496,353,353,0,0,0
450542,353,353,0,0,0
450566,201,201,0,0,0
450569,306,306,0,0,0
450570,128,128,0,0,0
450572,24,24,0,0,0
450579,74,74,0,0,0
450606,130,130,0,0,0
450611,137,137,0,0,0
450640,25,25,0,0,0
450647,50,50,0,0,0
450657,168,168,0,0,0
450668,77,77,0,0,0
450699,114,114,0,0,0
450718,251,251,0,0,0
450725,3,3,0,0,0
450748,299,299,0,0,0
450753,113,113,0,0,0
450755,282,282,0,0,0
450759,76,76,0,0,0
450769,29,29,0,0,0
450819,121,121,0,0,0
450841,345,345,0,0,0
450843,246,246,0,0,0
450844,114,114,0,0,0
450854,85,85,0,0,0
450868,402,402,0,0,0
450899,25,25,0,0,0
450902,193,193,0,0,0
450905,24,24,0,0,0
450915,402,402,0,0,0
450924,74,74,0,0,0
450970,259,259,0,0,0
450977,163,163,0,0,0
450986,25,25,0,0,0
450989,76,76,0,0,0
451011,299,299,0,0,0
451012,11,11,0,0,0
451023,14,14,0,0,0
451029,255,255,0,0,0
451045,74,74,0,0,0
451048,24,24,0,0,0
451055,282,282,0,0,0
451063,259,259,0,0,0
451064,72,72,0,0,0
451073,313,313,0,0,0
451099,163,163,0,0,0
451113,359,359,0,0,0
451117,198,198,0,0,0
451144,3,3,0,0,0
451153,152,152,0,0,0
451166,402,402,0,0,0
451184,281,281,0,0,0
451190,255,255,0,0,0
451203,45,45,0,0,0
451234,121,121,0,0,0
451258,12,12,0,0,0
451270,353,353,0,0,0
451278,29,29,0,0,0
451287,25,25,0,0,0
451311,310,310,0,0,0
451329,82,82,0,0,0
451337,114,114,0,0,0
451358,402,402,0,0,0
451362,76,76,0,0,0
451418,114,114,0,0,0
451419,103,103,0,0,0
451423,158,158,0,0,0
451436,201,201,0,0,0
451437,94,94,0,0,0
451445,121,121,0,0,0
451462,13,13,0,0,0
451480,282,282,0,0,0
451486,345,345,0,0,0
451487,103,103,0,0,0
451509,313,313,0,0,0
451526,65,65,0,0,0
451533,15,15,0,0,0
451534,67,67,0,0,0
451541,113,113,0,0,0
451556,171,171,0,0,0
451558,310,310,0,0,0
451569,29,29,0,0,0
451581,167,167,0,0,0
451592,246,246,0,0,0
451595,198,198,0,0,0
451600,359,359,0,0,0
451602,70,70,0,0,0
451605,353,353,0,0,0
451613,101,101,0,0,0
451616,345,345,0,0,0
451621,402,402,0,0,0
451628,102,102,0,0,0
451644,15,15,0,0,0
451648,75,75,0,0,0
451650,11,11,0,0,0
451656,252,252,0,0,0
451658,3,3,0,0,0
451659,114,114,0,0,0
451665,102,102,0,0,0
451668,65,65,0,0,0
451673,259,259,0,0,0
451675,163,163,0,0,0
451682,102,102,0,0,0
451733,184,184,0,0,0
451759,313,313,0,0,0
451763,58,58,0,0,0
451767,171,171,0,0,0
451776,133,133,0,0,0
451777,255,255,0,0,0
451779,251,251,0,0,0
451780,171,171,0,0,0
451782,24,24,0,0,0
451783,299,299,0,0,0
451795,353,353,0,0,0
451802,63,63,0,0,0
451804,252,252,0,0,0
451805,163,163,0,0,0
451813,30,30,0,0,0
451816,151,151,0,0,0
451838,63,63,0,0,0
451867,76,76,0,0,0
451872,251,251,0,0,0
451892,16,16,0,0,0
451900,35,35,0,0,0
451904,69,69,0,0,0
451958,345,345,0,0,0
451966,313,313,0,0,0
451968,246,246,0,0,0
451979,43,43,0,0,0
451981,201,201,0,0,0
451987,74,74,0,0,0
452006,63,63,0,0,0
452022,251,251,0,0,0
452024,193,193,0,0,0
452028,128,128,0,0,0
452037,87,87,0,0,0
452042,102,102,0,0,0
452058,39,39,0,0,0
452077,251,251,0,0,0
452092,251,251,0,0,0
452095,168,168,0,0,0
452128,10,10,0,0,0
452135,133,133,0,0,0
452137,45,45,0,0,0
452139,101,101,0,0,0
452151,132,132,0,0,0
452153,282,282,0,0,0
452157,151,151,0,0,0
452165,101,101,0,0,0
452172,345,345,0,0,0
452176,67,67,0,0,0
452184,70,70,0,0,0
452189,131,131,0,0,0
452194,131,131,0,0,0
452213,359,359,0,0,0
452231,13,13,0,0,0
452254,54,54,0,0,0
452259,315,315,0,0,0
452278,15,15,0,0,0
452304,143,143,0,0,0
452321,168,168,0,0,0
452322,41,41,0,0,0
452326,259,259,0,0,0
452333,114,114,0,0,0
452336,299,299,0,0,0
452340,252,252,0,0,0
452346,137,137,0,0,0
452353,15,15,0,0,0
452371,102,102,0,0,0
452385,315,315,0,0,0
452408,2,2,0,0,0
452411,137,137,0,0,0
452433,44,44,0,0,0
452434,25,25,0,0,0
452437,20,20,0,0,0
452448,402,402,0,0,0
452453,359,359,0,0,0
452458,114,114,0,0,0
452468,70,70,0,0,0
452469,58,58,0,0,0
452474,255,255,0,0,0
452476,29,29,0,0,0
452494,102,102,0,0,0
452499,184,184,0,0,0
452504,158,158,0,0,0
452522,282,282,0,0,0
452530,66,66,0,0,0
452538,13,13,0,0,0
452542,315,315,0,0,0
452544,353,353,0,0,0
452545,10,10,0,0,0
452546,144,144,0,0,0
452553,69,69,0,0,0
452554,19,19,0,0,0
452572,193,193,0,0,0
452598,167,167,0,0,0
452601,137,137,0,0,0
452602,232,232,0,0,0
452606,402,402,0,0,0
452617,128,128,0,0,0
452640,171,171,0,0,0
452648,25,25,0,0,0
452652,255,255,0,0,0
452654,313,313,0,0,0
452655,306,306,0,0,0
452666,282,282,0,0,0
452673,18,18,0,0,0
452689,130,130,0,0,0
452694,193,193,0,0,0
452767,74,74,0,0,0
452772,137,137,0,0,0
452788,15,15,0,0,0
452790,198,198,0,0,0
452823,128,128,0,0,0
452828,313,313,0,0,0
452841,359,359,0,0,0
452864,402,402,0,0,0
452886,5,5,0,0,0
452889,143,143,0,0,0
452890,34,34,0,0,0
452892,201,201,0,0,0
452934,71,71,0,0,0
452936,251,251,0,0,0
452949,82,82,0,0,0
452950,76,76,0,0,0
452959,18,18,0,0,0
452968,2,2,0,0,0
452988,114,114,0,0,0
452995,74,74,0,0,0
452999,12,12,0,0,0
453002,1,1,0,0,0
453008,85,85,0,0,0
453014,128,128,0,0,0
453047,167,167,0,0,0
453050,114,114,0,0,0
453058,359,359,0,0,0
453092,198,198,0,0,0
453104,101,101,0,0,0
453113,70,70,0,0,0
453118,3,3,0,0,0
453148,103,103,0,0,0
453170,101,101,0,0,0
453185,25,25,0,0,0
453202,65,65,0,0,0
453224,3,3,0,0,0
453229,12,12,0,0,0
453235,259,259,0,0,0
453240,201,201,0,0,0
453241,246,246,0,0,0
453247,41,41,0,0,0
453248,313,313,0,0,0
453325,158,158,0,0,0
453338,255,255,0,0,0
453344,315,315,0,0,0
453358,66,66,0,0,0
453360,353,353,0,0,0
453363,255,255,0,0,0
453371,168,168,0,0,0
453378,232,232,0,0,0
453380,232,232,0,0,0
453405,72,72,0,0,0
453421,252,252,0,0,0
453453,40,40,0,0,0
453461,313,313,0,0,0
453465,315,315,0,0,0
453468,158,158,0,0,0
453470,44,44,0,0,0
453483,7,7,0,0,0
453485,198,198,0,0,0
453489,306,306,0,0,0
453492,345,345,0,0,0
453525,24,24,0,0,0
453529,133,133,0,0,0
453530,132,132,0,0,0
453565,76,76,0,0,0
453573,71,71,0,0,0
453624,353,353,0,0,0
453664,22,22,0,0,0
453687,114,114,0,0,0
453697,29,29,0,0,0
453730,152,152,0,0,0
453744,315,315,0,0,0
453747,251,251,0,0,0
453753,246,246,0,0,0
453761,163,163,0,0,0
453764,66,66,0,0,0
453768,251,251,0,0,0
453803,18,18,0,0,0
453807,71,71,0,0,0
453813,14,14,0,0,0
453855,193,193,0,0,0
453856,184,184,0,0,0
453861,402,402,0,0,0
453870,72,72,0,0,0
453872,402,402,0,0,0
453881,128,128,0,0,0
453906,152,152,0,0,0
453918,128,128,0,0,0
453947,281,281,0,0,0
453951,130,130,0,0,0
453999,252,252,0,0,0
454003,345,345,0,0,0
454009,16,16,0,0,0
454012,36,36,0,0,0
454019,402,402,0,0,0
454025,184,184,0,0,0
454033,313,313,0,0,0
454040,359,359,0,0,0
454058,198,198,0,0,0
454059,259,259,0,0,0
454070,299,299,0,0,0
454096,402,402,0,0,0
454101,121,121,0,0,0
454112,251,251,0,0,0
454126,299,299,0,0,0
454175,282,282,0,0,0
454184,137,137,0,0,0
454189,30,30,0,0,0
454199,151,151,0,0,0
454202,71,71,0,0,0
454218,58,58,0,0,0
454219,7,7,0,0,0
454258,359,359,0,0,0
454283,8,8,0,0,0
454291,20,20,0,0,0
454301,167,167,0,0,0
454317,306,306,0,0,0
454319,402,402,0,0,0
454320,7,7,0,0,0
454331,345,345,0,0,0
454350,114,114,0,0,0
454360,246,246,0,0,0
454406,85,85,0,0,0
454407,131,131,0,0,0
454428,353,353,0,0,0
454432,76,76,0,0,0
454440,143,143,0,0,0
454445,315,315,0,0,0
454470,19,19,0,0,0
454472,18,18,0,0,0
454502,67,67,0,0,0
454504,102,102,0,0,0
454514,359,359,0,0,0
454515,83,83,0,0,0
454519,310,310,0,0,0
454532,259,259,0,0,0
454542,7,7,0,0,0
454544,102,102,0,0,0
454548,85,85,0,0,0
454552,83,83,0,0,0
454553,131,131,0,0,0
454556,3,3,0,0,0
454582,313,313,0,0,0
454585,97,97,0,0,0
454589,5,5,0,0,0
454595,137,137,0,0,0
454602,167,167,0,0,0
454611,255,255,0,0,0
454612,402,402,0,0,0
454626,137,137,0,0,0
454632,18,18,0,0,0
454633,345,345,0,0,0
454635,20,20,0,0,0
454658,66,66,0,0,0
454674,306,306,0,0,0
454701,9,9,0,0,0
454708,402,402,0,0,0
454715,299,299,0,0,0
454735,121,121,0,0,0
454737,66,66,0,0,0
454746,198,198,0,0,0
454747,315,315,0,0,0
454751,85,85,0,0,0
454770,83,83,0,0,0
454771,76,76,0,0,0
454774,251,251,0,0,0
454787,259,259,0,0,0
454791,143,143,0,0,0
454812,27,27,0,0,0
454813,121,121,0,0,0
454817,114,114,0,0,0
454827,281,281,0,0,0
454841,313,313,0,0,0
454842,55,55,0,0,0
454845,252,252,0,0,0
454852,282,282,0,0,0
454863,128,128,0,0,0
454867,22,22,0,0,0
454878,151,151,0,0,0
454879,306,306,0,0,0
454882,137,137,0,0,0
454891,359,359,0,0,0
454897,36,36,0,0,0
454906,246,246,0,0,0
454907,3,3,0,0,0
454917,76,76,0,0,0
454927,114,114,0,0,0
454939,201,201,0,0,0
454943,133,133,0,0,0
454946,17,17,0,0,0
454948,232,232,0,0,0
454953,128,128,0,0,0
454973,232,232,0,0,0
454974,19,19,0,0,0
454989,306,306,0,0,0
454994,402,402,0,0,0
455008,75,75,0,0,0
455015,76,76,0,0,0
455023,113,113,0,0,0
455033,315,315,0,0,0
455038,74,74,0,0,0
455049,8,8,0,0,0
455053,345,345,0,0,0
455065,94,94,0,0,0
455069,315,315,0,0,0
455075,143,143,0,0,0
455082,299,299,0,0,0
455087,82,82,0,0,0
455095,143,143,0,0,0
455108,163,163,0,0,0
455109,101,101,0,0,0
455115,201,201,0,0,0
455129,50,50,0,0,0
455145,25,25,0,0,0
455151,184,184,0,0,0
455155,22,22,0,0,0
455170,353,353,0,0,0
455186,102,102,0,0,0
455191,137,137,0,0,0
455194,184,184,0,0,0
455197,128,128,0,0,0
455201,14,14,0,0,0
455228,30,30,0,0,0
455231,21,21,0,0,0
455241,345,345,0,0,0
455248,55,55,0,0,0
455267,102,102,0,0,0
455282,18,18,0,0,0
455320,167,167,0,0,0
455336,282,282,0,0,0
455339,102,102,0,0,0
455347,17,17,0,0,0
455363,13,13,0,0,0
455366,163,163,0,0,0
455372,15,15,0,0,0
455384,193,193,0,0,0
455389,121,121,0,0,0
455391,75,75,0,0,0
455404,102,102,0,0,0
455437,69,69,0,0,0
455438,310,310,0,0,0
455442,167,167,0,0,0
455447,299,299,0,0,0
455451,310,310,0,0,0
455483,299,299,0,0,0
455487,282,282,0,0,0
455496,34,34,0,0,0
455500,121,121,0,0,0
455508,94,94,0,0,0
455516,87,87,0,0,0
455526,152,152,0,0,0
455548,152,152,0,0,0
455580,57,57,0,0,0
455593,310,310,0,0,0
455605,36,36,0,0,0
455606,255,255,0,0,0
455609,152,152,0,0,0
455643,252,252,0,0,0
455650,76,76,0,0,0
455661,402,402,0,0,0
455677,137,137,0,0,0
455709,281,281,0,0,0
455711,54,54,0,0,0
455723,82,82,0,0,0
455770,66,66,0,0,0
455777,167,167,0,0,0
455785,345,345,0,0,0
455806,359,359,0,0,0
455807,74,74,0,0,0
455813,39,39,0,0,0
455814,1,1,0,0,0
455817,83,83,0,0,0
455835,198,198,0,0,0
455862,6,6,0,0,0
455889,36,36,0,0,0
455890,29,29,0,0,0
455891,76,76,0,0,0
455893,50,50,0,0,0
455899,103,103,0,0,0
455904,69,69,0,0,0
455907,121,121,0,0,0
455912,94,94,0,0,0
455919,345,345,0,0,0
455921,163,163,0,0,0
455925,143,143,0,0,0
455931,281,281,0,0,0
455940,130,130,0,0,0
455941,353,353,0,0,0
455951,7,7,0,0,0
455959,345,345,0,0,0
455961,114,114,0,0,0
455978,163,163,0,0,0
455982,114,114,0,0,0
455987,282,282,0,0,0
456010,353,353,0,0,0
456011,76,76,0,0,0
456016,128,128,0,0,0
456023,25,25,0,0,0
456028,255,255,0,0,0
456039,12,12,0,0,0
456049,137,137,0,0,0
456066,44,44,0,0,0
456068,315,315,0,0,0
456075,12,12,0,0,0
456121,137,137,0,0,0
456126,16,16,0,0,0
456147,201,201,0,0,0
456163,113,113,0,0,0
456164,76,76,0,0,0
456192,83,83,0,0,0
456212,168,168,0,0,0
456224,232,232,0,0,0
456226,313,313,0,0,0
456255,299,299,0,0,0
456264,128,128,0,0,0
456269,281,281,0,0,0
456281,281,281,0,0,0
456288,121,121,0,0,0
456297,310,310,0,0,0
456299,359,359,0,0,0
456326,76,76,0,0,0
456334,56,56,0,0,0
456341,246,246,0,0,0
456344,130,130,0,0,0
456365,306,306,0,0,0
456370,44,44,0,0,0
456378,103,103,0,0,0
456381,55,55,0,0,0
456386,310,310,0,0,0
456389,120,120,0,0,0
456436,252,252,0,0,0
456450,97,97,0,0,0
456460,65,65,0,0,0
456461,36,36,0,0,0
456478,163,163,0,0,0
456495,353,353,0,0,0
456497,3,3,0,0,0
456505,121,121,0,0,0
456511,40,40,0,0,0
456518,246,246,0,0,0
456522,306,306,0,0,0
456530,35,35,0,0,0
456532,359,359,0,0,0
456534,102,102,0,0,0
456567,144,144,0,0,0
456568,306,306,0,0,0
456637,34,34,0,0,0
456640,402,402,0,0,0
456665,39,39,0,0,0
456692,1,1,0,0,0
456694,359,359,0,0,0
456720,180,180,0,0,0
456725,201,201,0,0,0
456726,184,184,0,0,0
456735,57,57,0,0,0
456758,137,137,0,0,0
456766,402,402,0,0,0
456777,353,353,0,0,0
456785,22,22,0,0,0
456795,282,282,0,0,0
456799,10,10,0,0,0
456809,36,36,0,0,0
456812,168,168,0,0,0
456830,184,184,0,0,0
456836,128,128,0,0,0
456838,101,101,0,0,0
456846,359,359,0,0,0
456849,132,132,0,0,0
456860,102,102,0,0,0
456861,102,102,0,0,0
456866,14,14,0,0,0
456944,193,193,0,0,0
456949,306,306,0,0,0
456975,8,8,0,0,0
456976,12,12,0,0,0
456977,128,128,0,0,0
456983,128,128,0,0,0
457005,65,65,0,0,0
457018,232,232,0,0,0
457024,310,310,0,0,0
457025,114,114,0,0,0
457062,232,232,0,0,0
457069,55,55,0,0,0
457077,44,44,0,0,0
457081,15,15,0,0,0
457088,281,281,0,0,0
457097,193,193,0,0,0
457117,58,58,0,0,0
457120,10,10,0,0,0
457132,252,252,0,0,0
457145,315,315,0,0,0
457161,7,7,0,0,0
457165,232,232,0,0,0
457177,168,168,0,0,0
457201,39,39,0,0,0
457205,251,251,0,0,0
457221,137,137,0,0,0
457226,255,255,0,0,0
457245,120,120,0,0,0
457257,201,201,0,0,0
457259,67,67,0,0,0
457269,299,299,0,0,0
457275,281,281,0,0,0
457288,121,121,0,0,0
457289,193,193,0,0,0
457298,163,163,0,0,0
457307,163,163,0,0,0
457317,315,315,0,0,0
457323,359,359,0,0,0
457339,74,74,0,0,0
457342,313,313,0,0,0
457357,121,121,0,0,0
457403,85,85,0,0,0
457435,12,12,0,0,0
457436,151,151,0,0,0
457465,2,2,0,0,0
457467,345,345,0,0,0
457475,167,167,0,0,0
457491,75,75,0,0,0
457495,6,6,0,0,0
457496,353,353,0,0,0
457498,70,70,0,0,0
457507,12,12,0,0,0
457518,402,402,0,0,0
457534,76,76,0,0,0
457544,66,66,0,0,0
457556,201,201,0,0,0
457561,56,56,0,0,0
457562,359,359,0,0,0
457563,251,251,0,0,0
457570,180,180,0,0,0
457584,83,83,0,0,0
457585,359,359,0,0,0
457595,180,180,0,0,0
457602,7,7,0,0,0
457613,315,315,0,0,0
457614,97,97,0,0,0
457628,167,167,0,0,0
457637,353,353,0,0,0
457641,13,13,0,0,0
457645,72,72,0,0,0
457656,359,359,0,0,0
457663,4,4,0,0,0
457666,353,353,0,0,0
457672,315,315,0,0,0
457678,152,152,0,0,0
457689,306,306,0,0,0
457690,259,259,0,0,0
457697,3,3,0,0,0
457698,167,167,0,0,0
457704,255,255,0,0,0
457721,353,353,0,0,0
457727,8,8,0,0,0
457736,36,36,0,0,0
457742,15,15,0,0,0
457756,17,17,0,0,0
457759,29,29,0,0,0
457800,67,67,0,0,0
457840,246,246,0,0,0
457846,70,70,0,0,0
457879,151,151,0,0,0
457880,76,76,0,0,0
457922,313,313,0,0,0
457923,299,299,0,0,0
457951,281,281,0,0,0
457968,25,25,0,0,0
457980,353,353,0,0,0
457981,29,29,0,0,0
457998,246,246,0,0,0
458008,77,77,0,0,0
458034,131,131,0,0,0
458044,83,83,0,0,0
458047,130,130,0,0,0
458059,171,171,0,0,0
458066,50,50,0,0,0
458087,232,232,0,0,0
458106,359,359,0,0,0
458118,299,299,0,0,0
458135,232,232,0,0,0
458145,3,3,0,0,0
458178,255,255,0,0,0
458185,359,359,0,0,0
458207,103,103,0,0,0
458234,184,184,0,0,0
458239,102,102,0,0,0
458248,76,76,0,0,0
458273,12,12,0,0,0
458274,71,71,0,0,0
458276,102,102,0,0,0
458283,152,152,0,0,0
458295,310,310,0,0,0
458301,131,131,0,0,0
458309,34,34,0,0,0
458327,131,131,0,0,0
458331,5,5,0,0,0
458345,315,315,0,0,0
458346,246,246,0,0,0
458353,27,27,0,0,0
458361,71,71,0,0,0
458367,158,158,0,0,0
458371,70,70,0,0,0
458377,167,167,0,0,0
458378,402,402,0,0,0
458385,133,133,0,0,0
458392,359,359,0,0,0
458394,75,75,0,0,0
458431,67,67,0,0,0
458460,255,255,0,0,0
458461,168,168,0,0,0
458462,55,55,0,0,0
458475,137,137,0,0,0
458482,16,16,0,0,0
