,total_degree,in_degree,internal_edges,out_degree,external_edges
327329,310,310,0,0,0
327345,313,313,0,0,0
327352,25,25,0,0,0
327353,259,259,0,0,0
327376,310,310,0,0,0
327392,12,12,0,0,0
327395,55,55,0,0,0
327401,36,36,0,0,0
327421,70,70,0,0,0
327425,70,70,0,0,0
327446,103,103,0,0,0
327461,255,255,0,0,0
327465,25,25,0,0,0
327479,152,152,0,0,0
327489,143,143,0,0,0
327498,27,27,0,0,0
327529,251,251,0,0,0
327536,21,21,0,0,0
327551,246,246,0,0,0
327555,359,359,0,0,0
327559,114,114,0,0,0
327581,7,7,0,0,0
327596,306,306,0,0,0
327603,70,70,0,0,0
327606,12,12,0,0,0
327607,251,251,0,0,0
327635,94,94,0,0,0
327645,94,94,0,0,0
327655,50,50,0,0,0
327666,13,13,0,0,0
327709,251,251,0,0,0
327715,55,55,0,0,0
327716,353,353,0,0,0
327717,76,76,0,0,0
327718,315,315,0,0,0
327726,41,41,0,0,0
327727,24,24,0,0,0
327730,246,246,0,0,0
327748,306,306,0,0,0
327764,201,201,0,0,0
327776,29,29,0,0,0
327780,27,27,0,0,0
327799,133,133,0,0,0
327827,255,255,0,0,0
327828,313,313,0,0,0
327840,130,130,0,0,0
327848,255,255,0,0,0
327864,310,310,0,0,0
327871,282,282,0,0,0
327872,5,5,0,0,0
327895,19,19,0,0,0
327897,3,3,0,0,0
327906,163,163,0,0,0
327910,168,168,0,0,0
327915,24,24,0,0,0
327944,75,75,0,0,0
327956,402,402,0,0,0
327965,137,137,0,0,0
327971,36,36,0,0,0
327985,87,87,0,0,0
327991,402,402,0,0,0
327998,171,171,0,0,0
328003,4,4,0,0,0
328038,198,198,0,0,0
328042,353,353,0,0,0
328050,353,353,0,0,0
328102,306,306,0,0,0
328103,70,70,0,0,0
328104,193,193,0,0,0
328110,137,137,0,0,0
328125,133,133,0,0,0
328131,232,232,0,0,0
328151,152,152,0,0,0
328160,101,101,0,0,0
328163,120,120,0,0,0
328164,39,39,0,0,0
328173,167,167,0,0,0
328180,252,252,0,0,0
328183,82,82,0,0,0
328186,121,121,0,0,0
328205,167,167,0,0,0
328219,232,232,0,0,0
328244,43,43,0,0,0
328252,17,17,0,0,0
328254,315,315,0,0,0
328258,70,70,0,0,0
328270,299,299,0,0,0
328298,76,76,0,0,0
328303,282,282,0,0,0
328307,353,353,0,0,0
328311,144,144,0,0,0
328313,168,168,0,0,0
328328,402,402,0,0,0
328372,114,114,0,0,0
328373,180,180,0,0,0
328374,39,39,0,0,0
328398,85,85,0,0,0
328433,255,255,0,0,0
328447,252,252,0,0,0
328476,34,34,0,0,0
328498,65,65,0,0,0
328505,163,163,0,0,0
328506,114,114,0,0,0
328513,402,402,0,0,0
328520,103,103,0,0,0
328524,402,402,0,0,0
328541,19,19,0,0,0
328543,299,299,0,0,0
328545,54,54,0,0,0
328551,4,4,0,0,0
328557,259,259,0,0,0
328559,315,315,0,0,0
328584,193,193,0,0,0
328585,281,281,0,0,0
328608,306,306,0,0,0
328630,28,28,0,0,0
328660,43,43,0,0,0
328672,167,167,0,0,0
328676,359,359,0,0,0
328684,180,180,0,0,0
328686,151,151,0,0,0
328691,11,11,0,0,0
328700,255,255,0,0,0
328711,74,74,0,0,0
328716,313,313,0,0,0
328723,5,5,0,0,0
328730,345,345,0,0,0
328737,85,85,0,0,0
328740,83,83,0,0,0
328741,102,102,0,0,0
328759,281,281,0,0,0
328760,252,252,0,0,0
328778,193,193,0,0,0
328781,87,87,0,0,0
328782,151,151,0,0,0
328784,232,232,0,0,0
328811,313,313,0,0,0
328818,315,315,0,0,0
328834,114,114,0,0,0
328842,34,34,0,0,0
328846,137,137,0,0,0
328851,313,313,0,0,0
328858,313,313,0,0,0
328891,69,69,0,0,0
328897,232,232,0,0,0
328908,359,359,0,0,0
328913,114,114,0,0,0
328939,359,359,0,0,0
328962,44,44,0,0,0
328963,310,310,0,0,0
328980,402,402,0,0,0
328996,103,103,0,0,0
329002,58,58,0,0,0
329015,402,402,0,0,0
329017,252,252,0,0,0
329029,353,353,0,0,0
329033,252,252,0,0,0
329036,246,246,0,0,0
329048,310,310,0,0,0
329086,151,151,0,0,0
329089,36,36,0,0,0
329097,113,113,0,0,0
329106,315,315,0,0,0
329107,282,282,0,0,0
329110,113,113,0,0,0
329119,353,353,0,0,0
329141,50,50,0,0,0
329160,152,152,0,0,0
329189,313,313,0,0,0
329191,158,158,0,0,0
329204,24,24,0,0,0
329211,255,255,0,0,0
329227,12,12,0,0,0
329252,75,75,0,0,0
329268,402,402,0,0,0
329277,201,201,0,0,0
329278,171,171,0,0,0
329316,71,71,0,0,0
329329,158,158,0,0,0
329331,152,152,0,0,0
329332,121,121,0,0,0
329345,282,282,0,0,0
329365,8,8,0,0,0
329368,121,121,0,0,0
329376,34,34,0,0,0
329390,402,402,0,0,0
329392,11,11,0,0,0
329393,24,24,0,0,0
329394,10,10,0,0,0
329404,72,72,0,0,0
329407,102,102,0,0,0
329431,3,3,0,0,0
329435,11,11,0,0,0
329438,315,315,0,0,0
329450,255,255,0,0,0
329455,315,315,0,0,0
329458,246,246,0,0,0
329466,66,66,0,0,0
329467,20,20,0,0,0
329470,5,5,0,0,0
329478,76,76,0,0,0
329480,313,313,0,0,0
329482,56,56,0,0,0
329509,36,36,0,0,0
329514,306,306,0,0,0
329516,133,133,0,0,0
329544,402,402,0,0,0
329555,94,94,0,0,0
329576,143,143,0,0,0
329579,83,83,0,0,0
329586,50,50,0,0,0
329603,163,163,0,0,0
329606,144,144,0,0,0
329608,345,345,0,0,0
329615,75,75,0,0,0
329618,137,137,0,0,0
329624,1,1,0,0,0
329632,121,121,0,0,0
329643,54,54,0,0,0
329672,251,251,0,0,0
329676,94,94,0,0,0
329680,55,55,0,0,0
329684,75,75,0,0,0
329686,94,94,0,0,0
329692,144,144,0,0,0
329736,198,198,0,0,0
329747,23,23,0,0,0
329752,34,34,0,0,0
329760,65,65,0,0,0
329762,143,143,0,0,0
329798,180,180,0,0,0
329813,82,82,0,0,0
329827,70,70,0,0,0
329832,251,251,0,0,0
329847,313,313,0,0,0
329865,315,315,0,0,0
329871,232,232,0,0,0
329882,87,87,0,0,0
329883,114,114,0,0,0
329884,201,201,0,0,0
329889,193,193,0,0,0
329897,193,193,0,0,0
329898,251,251,0,0,0
329919,24,24,0,0,0
329929,74,74,0,0,0
329931,180,180,0,0,0
329936,76,76,0,0,0
329938,232,232,0,0,0
329951,259,259,0,0,0
329959,252,252,0,0,0
329961,103,103,0,0,0
329962,315,315,0,0,0
329984,198,198,0,0,0
329987,281,281,0,0,0
329989,158,158,0,0,0
329992,54,54,0,0,0
330005,74,74,0,0,0
330010,282,282,0,0,0
330015,168,168,0,0,0
330021,315,315,0,0,0
330037,306,306,0,0,0
330044,133,133,0,0,0
330058,20,20,0,0,0
330082,131,131,0,0,0
330083,232,232,0,0,0
330087,310,310,0,0,0
330097,158,158,0,0,0
330107,16,16,0,0,0
330114,101,101,0,0,0
330116,315,315,0,0,0
330125,20,20,0,0,0
330129,184,184,0,0,0
330150,32,32,0,0,0
330191,184,184,0,0,0
330198,1,1,0,0,0
330205,102,102,0,0,0
330207,313,313,0,0,0
330213,353,353,0,0,0
330216,45,45,0,0,0
330218,24,24,0,0,0
330227,102,102,0,0,0
330243,22,22,0,0,0
330246,114,114,0,0,0
330260,359,359,0,0,0
330267,76,76,0,0,0
330272,143,143,0,0,0
330287,313,313,0,0,0
330291,259,259,0,0,0
330292,158,158,0,0,0
330303,137,137,0,0,0
330340,180,180,0,0,0
330346,12,12,0,0,0
330359,4,4,0,0,0
330363,281,281,0,0,0
330375,402,402,0,0,0
330411,345,345,0,0,0
330417,3,3,0,0,0
330426,306,306,0,0,0
330428,15,15,0,0,0
330430,198,198,0,0,0
330439,75,75,0,0,0
330451,137,137,0,0,0
330460,282,282,0,0,0
330470,128,128,0,0,0
330477,57,57,0,0,0
330493,246,246,0,0,0
330515,151,151,0,0,0
330520,97,97,0,0,0
330536,158,158,0,0,0
330544,282,282,0,0,0
330555,299,299,0,0,0
330559,10,10,0,0,0
330561,50,50,0,0,0
330597,201,201,0,0,0
330613,72,72,0,0,0
330635,3,3,0,0,0
330653,167,167,0,0,0
330674,281,281,0,0,0
330688,402,402,0,0,0
330690,76,76,0,0,0
330691,315,315,0,0,0
330723,132,132,0,0,0
330755,251,251,0,0,0
330759,310,310,0,0,0
330764,19,19,0,0,0
330768,102,102,0,0,0
330784,133,133,0,0,0
330805,315,315,0,0,0
330812,121,121,0,0,0
330830,306,306,0,0,0
330841,251,251,0,0,0
330849,168,168,0,0,0
330863,57,57,0,0,0
330881,1,1,0,0,0
330931,306,306,0,0,0
330934,171,171,0,0,0
330957,246,246,0,0,0
330963,97,97,0,0,0
330965,310,310,0,0,0
330973,198,198,0,0,0
330979,151,151,0,0,0
330987,402,402,0,0,0
330989,246,246,0,0,0
330992,102,102,0,0,0
331001,402,402,0,0,0
331017,255,255,0,0,0
331019,259,259,0,0,0
331020,39,39,0,0,0
331042,7,7,0,0,0
331046,152,152,0,0,0
331068,167,167,0,0,0
331102,345,345,0,0,0
331106,23,23,0,0,0
331129,75,75,0,0,0
331132,158,158,0,0,0
331141,102,102,0,0,0
331144,5,5,0,0,0
331154,114,114,0,0,0
331157,345,345,0,0,0
331170,5,5,0,0,0
331178,5,5,0,0,0
331179,252,252,0,0,0
331190,101,101,0,0,0
331202,313,313,0,0,0
331207,252,252,0,0,0
331208,251,251,0,0,0
331231,171,171,0,0,0
331244,246,246,0,0,0
331249,133,133,0,0,0
331255,130,130,0,0,0
331257,10,10,0,0,0
331275,158,158,0,0,0
331279,315,315,0,0,0
331292,359,359,0,0,0
331315,168,168,0,0,0
331320,28,28,0,0,0
331321,184,184,0,0,0
331322,255,255,0,0,0
331327,22,22,0,0,0
331333,281,281,0,0,0
331334,198,198,0,0,0
331335,193,193,0,0,0
331339,102,102,0,0,0
331340,114,114,0,0,0
331342,198,198,0,0,0
331349,36,36,0,0,0
331350,171,171,0,0,0
331370,132,132,0,0,0
331394,353,353,0,0,0
331406,315,315,0,0,0
331411,3,3,0,0,0
331420,299,299,0,0,0
331429,281,281,0,0,0
331435,359,359,0,0,0
331448,66,66,0,0,0
331450,21,21,0,0,0
331462,113,113,0,0,0
331470,282,282,0,0,0
331491,281,281,0,0,0
331492,74,74,0,0,0
331501,65,65,0,0,0
331506,353,353,0,0,0
331520,83,83,0,0,0
331534,57,57,0,0,0
331566,44,44,0,0,0
331577,20,20,0,0,0
331591,168,168,0,0,0
331593,193,193,0,0,0
331599,198,198,0,0,0
331603,14,14,0,0,0
331609,67,67,0,0,0
331643,94,94,0,0,0
331673,5,5,0,0,0
331682,2,2,0,0,0
331688,402,402,0,0,0
331735,201,201,0,0,0
331737,74,74,0,0,0
331740,9,9,0,0,0
331742,131,131,0,0,0
331743,402,402,0,0,0
331747,102,102,0,0,0
331755,299,299,0,0,0
331776,2,2,0,0,0
331777,18,18,0,0,0
331785,76,76,0,0,0
331814,102,102,0,0,0
331829,251,251,0,0,0
331844,252,252,0,0,0
331851,232,232,0,0,0
331854,345,345,0,0,0
331855,87,87,0,0,0
331859,252,252,0,0,0
331867,252,252,0,0,0
331874,232,232,0,0,0
331920,151,151,0,0,0
331922,137,137,0,0,0
331944,201,201,0,0,0
331954,345,345,0,0,0
331968,87,87,0,0,0
331978,299,299,0,0,0
332022,281,281,0,0,0
332026,12,12,0,0,0
332040,97,97,0,0,0
332049,281,281,0,0,0
332055,359,359,0,0,0
332062,15,15,0,0,0
332069,137,137,0,0,0
332086,315,315,0,0,0
332092,76,76,0,0,0
332105,50,50,0,0,0
332106,8,8,0,0,0
332115,63,63,0,0,0
332124,3,3,0,0,0
332126,313,313,0,0,0
332127,74,74,0,0,0
332138,18,18,0,0,0
332140,130,130,0,0,0
332146,163,163,0,0,0
332169,58,58,0,0,0
332170,102,102,0,0,0
332174,76,76,0,0,0
332175,359,359,0,0,0
332199,252,252,0,0,0
332208,87,87,0,0,0
332225,232,232,0,0,0
332226,25,25,0,0,0
332234,193,193,0,0,0
332240,94,94,0,0,0
332242,282,282,0,0,0
332249,70,70,0,0,0
332256,43,43,0,0,0
332259,76,76,0,0,0
332279,353,353,0,0,0
332317,259,259,0,0,0
332327,143,143,0,0,0
332352,87,87,0,0,0
332364,130,130,0,0,0
332365,121,121,0,0,0
332372,167,167,0,0,0
332383,184,184,0,0,0
332393,168,168,0,0,0
332402,94,94,0,0,0
332430,58,58,0,0,0
332441,402,402,0,0,0
332449,193,193,0,0,0
332462,184,184,0,0,0
332480,102,102,0,0,0
332482,163,163,0,0,0
332499,137,137,0,0,0
332524,71,71,0,0,0
332538,310,310,0,0,0
332551,113,113,0,0,0
332554,158,158,0,0,0
332559,75,75,0,0,0
332564,345,345,0,0,0
332565,102,102,0,0,0
332573,87,87,0,0,0
332580,39,39,0,0,0
332592,70,70,0,0,0
332610,97,97,0,0,0
332645,143,143,0,0,0
332659,193,193,0,0,0
332675,359,359,0,0,0
332710,158,158,0,0,0
332719,315,315,0,0,0
332727,345,345,0,0,0
332728,121,121,0,0,0
332730,133,133,0,0,0
332735,163,163,0,0,0
332756,299,299,0,0,0
332762,67,67,0,0,0
332780,246,246,0,0,0
332811,25,25,0,0,0
332820,94,94,0,0,0
332843,281,281,0,0,0
332855,121,121,0,0,0
332858,359,359,0,0,0
332865,180,180,0,0,0
332866,232,232,0,0,0
332872,12,12,0,0,0
332883,251,251,0,0,0
332892,1,1,0,0,0
332907,310,310,0,0,0
332912,67,67,0,0,0
332916,27,27,0,0,0
332942,359,359,0,0,0
332944,282,282,0,0,0
332962,152,152,0,0,0
332989,34,34,0,0,0
332998,282,282,0,0,0
333001,87,87,0,0,0
333033,315,315,0,0,0
333072,102,102,0,0,0
333079,359,359,0,0,0
333081,87,87,0,0,0
333097,143,143,0,0,0
333100,94,94,0,0,0
333106,315,315,0,0,0
333121,13,13,0,0,0
333135,25,25,0,0,0
333159,55,55,0,0,0
333174,180,180,0,0,0
333185,29,29,0,0,0
333189,19,19,0,0,0
333194,114,114,0,0,0
333195,128,128,0,0,0
333198,345,345,0,0,0
333234,359,359,0,0,0
333238,313,313,0,0,0
333250,102,102,0,0,0
333258,158,158,0,0,0
333259,55,55,0,0,0
333275,193,193,0,0,0
333284,402,402,0,0,0
333293,251,251,0,0,0
333307,20,20,0,0,0
333338,313,313,0,0,0
333340,7,7,0,0,0
333357,76,76,0,0,0
333358,27,27,0,0,0
333368,121,121,0,0,0
333374,114,114,0,0,0
333378,359,359,0,0,0
333387,168,168,0,0,0
333402,353,353,0,0,0
333407,251,251,0,0,0
333433,72,72,0,0,0
333446,27,27,0,0,0
333461,35,35,0,0,0
333471,232,232,0,0,0
333472,232,232,0,0,0
333473,359,359,0,0,0
333481,27,27,0,0,0
333487,10,10,0,0,0
333489,315,315,0,0,0
333518,306,306,0,0,0
333519,353,353,0,0,0
333521,359,359,0,0,0
333534,76,76,0,0,0
333537,56,56,0,0,0
333540,9,9,0,0,0
333557,281,281,0,0,0
333565,255,255,0,0,0
333596,12,12,0,0,0
333598,128,128,0,0,0
333603,359,359,0,0,0
333609,315,315,0,0,0
333611,8,8,0,0,0
333649,131,131,0,0,0
333659,167,167,0,0,0
333660,306,306,0,0,0
333676,44,44,0,0,0
333679,102,102,0,0,0
333685,402,402,0,0,0
333687,21,21,0,0,0
333705,137,137,0,0,0
333726,171,171,0,0,0
333730,282,282,0,0,0
333737,402,402,0,0,0
333761,232,232,0,0,0
333771,255,255,0,0,0
333776,113,113,0,0,0
333794,252,252,0,0,0
333824,36,36,0,0,0
333830,70,70,0,0,0
333831,313,313,0,0,0
333834,69,69,0,0,0
333838,201,201,0,0,0
333851,85,85,0,0,0
333859,121,121,0,0,0
333865,114,114,0,0,0
333877,22,22,0,0,0
333881,130,130,0,0,0
333890,353,353,0,0,0
333912,144,144,0,0,0
333932,353,353,0,0,0
333934,144,144,0,0,0
333937,102,102,0,0,0
333941,359,359,0,0,0
333973,144,144,0,0,0
333980,167,167,0,0,0
333986,282,282,0,0,0
334000,19,19,0,0,0
334002,137,137,0,0,0
334006,58,58,0,0,0
334025,281,281,0,0,0
334033,34,34,0,0,0
334037,310,310,0,0,0
334039,201,201,0,0,0
334055,252,252,0,0,0
334072,353,353,0,0,0
334091,310,310,0,0,0
334114,137,137,0,0,0
334121,18,18,0,0,0
334127,76,76,0,0,0
334139,9,9,0,0,0
334147,171,171,0,0,0
334153,137,137,0,0,0
334173,306,306,0,0,0
334191,402,402,0,0,0
334214,97,97,0,0,0
334224,163,163,0,0,0
334230,87,87,0,0,0
334231,359,359,0,0,0
334242,121,121,0,0,0
334257,113,113,0,0,0
334258,198,198,0,0,0
334259,87,87,0,0,0
334267,4,4,0,0,0
334269,71,71,0,0,0
334281,76,76,0,0,0
334289,259,259,0,0,0
334290,252,252,0,0,0
334295,137,137,0,0,0
334309,310,310,0,0,0
334318,246,246,0,0,0
334331,246,246,0,0,0
334338,41,41,0,0,0
334344,50,50,0,0,0
334356,198,198,0,0,0
334362,22,22,0,0,0
334367,76,76,0,0,0
334379,184,184,0,0,0
334385,12,12,0,0,0
334386,7,7,0,0,0
334388,65,65,0,0,0
334406,252,252,0,0,0
334419,57,57,0,0,0
334433,113,113,0,0,0
334438,198,198,0,0,0
334443,151,151,0,0,0
334444,255,255,0,0,0
334452,306,306,0,0,0
334480,306,306,0,0,0
334498,151,151,0,0,0
334499,29,29,0,0,0
334503,251,251,0,0,0
334524,246,246,0,0,0
334529,313,313,0,0,0
334534,310,310,0,0,0
334551,259,259,0,0,0
334557,137,137,0,0,0
334559,198,198,0,0,0
334564,102,102,0,0,0
334578,15,15,0,0,0
334604,101,101,0,0,0
334608,36,36,0,0,0
334638,3,3,0,0,0
334647,315,315,0,0,0
334654,252,252,0,0,0
334663,40,40,0,0,0
334667,359,359,0,0,0
334674,167,167,0,0,0
334679,158,158,0,0,0
334686,158,158,0,0,0
334691,131,131,0,0,0
334707,315,315,0,0,0
334719,251,251,0,0,0
334720,315,315,0,0,0
334737,24,24,0,0,0
334758,313,313,0,0,0
334772,310,310,0,0,0
334773,345,345,0,0,0
334782,315,315,0,0,0
334784,313,313,0,0,0
334815,299,299,0,0,0
334816,163,163,0,0,0
334821,114,114,0,0,0
334829,193,193,0,0,0
334831,281,281,0,0,0
334848,65,65,0,0,0
334850,7,7,0,0,0
334852,39,39,0,0,0
334857,82,82,0,0,0
334858,102,102,0,0,0
334861,144,144,0,0,0
334910,114,114,0,0,0
334927,14,14,0,0,0
334940,121,121,0,0,0
334953,50,50,0,0,0
334993,102,102,0,0,0
335028,353,353,0,0,0
335029,232,232,0,0,0
335051,353,353,0,0,0
335054,83,83,0,0,0
335064,402,402,0,0,0
335079,252,252,0,0,0
335100,137,137,0,0,0
335110,66,66,0,0,0
335111,310,310,0,0,0
335115,97,97,0,0,0
335124,7,7,0,0,0
335144,128,128,0,0,0
335187,232,232,0,0,0
335189,87,87,0,0,0
335199,158,158,0,0,0
335222,167,167,0,0,0
335225,310,310,0,0,0
335229,85,85,0,0,0
335249,87,87,0,0,0
335259,359,359,0,0,0
335276,29,29,0,0,0
335289,25,25,0,0,0
335291,114,114,0,0,0
335292,55,55,0,0,0
335298,282,282,0,0,0
335304,402,402,0,0,0
335310,35,35,0,0,0
335323,121,121,0,0,0
335331,23,23,0,0,0
335332,25,25,0,0,0
335351,359,359,0,0,0
335359,402,402,0,0,0
335392,34,34,0,0,0
335399,114,114,0,0,0
335401,299,299,0,0,0
335408,259,259,0,0,0
335414,246,246,0,0,0
335415,57,57,0,0,0
335434,102,102,0,0,0
335438,167,167,0,0,0
335452,44,44,0,0,0
335453,114,114,0,0,0
335471,34,34,0,0,0
335497,345,345,0,0,0
335501,25,25,0,0,0
335503,4,4,0,0,0
335522,43,43,0,0,0
335527,30,30,0,0,0
335538,353,353,0,0,0
335554,144,144,0,0,0
335559,12,12,0,0,0
335564,167,167,0,0,0
335566,353,353,0,0,0
335586,2,2,0,0,0
335594,252,252,0,0,0
335609,345,345,0,0,0
335617,85,85,0,0,0
335620,20,20,0,0,0
335621,252,252,0,0,0
335624,24,24,0,0,0
335625,35,35,0,0,0
335627,75,75,0,0,0
335642,299,299,0,0,0
335661,70,70,0,0,0
335681,198,198,0,0,0
335715,359,359,0,0,0
335722,82,82,0,0,0
335732,8,8,0,0,0
335734,306,306,0,0,0
335738,259,259,0,0,0
335756,180,180,0,0,0
335776,198,198,0,0,0
335801,151,151,0,0,0
335827,171,171,0,0,0
335846,246,246,0,0,0
335859,402,402,0,0,0
335880,359,359,0,0,0
335889,359,359,0,0,0
335891,193,193,0,0,0
335895,121,121,0,0,0
335907,128,128,0,0,0
335924,121,121,0,0,0
335926,353,353,0,0,0
335927,4,4,0,0,0
335967,252,252,0,0,0
335972,131,131,0,0,0
336009,310,310,0,0,0
336028,310,310,0,0,0
336051,315,315,0,0,0
336054,168,168,0,0,0
336056,255,255,0,0,0
336082,180,180,0,0,0
336112,12,12,0,0,0
336120,121,121,0,0,0
336136,299,299,0,0,0
336141,18,18,0,0,0
336164,359,359,0,0,0
336167,359,359,0,0,0
336184,168,168,0,0,0
336186,345,345,0,0,0
336190,6,6,0,0,0
336200,281,281,0,0,0
336201,171,171,0,0,0
336202,66,66,0,0,0
336250,44,44,0,0,0
336251,36,36,0,0,0
336260,121,121,0,0,0
336261,252,252,0,0,0
336266,15,15,0,0,0
336270,144,144,0,0,0
336284,128,128,0,0,0
336297,251,251,0,0,0
336298,74,74,0,0,0
336304,255,255,0,0,0
336326,40,40,0,0,0
336360,251,251,0,0,0
336369,359,359,0,0,0
336370,15,15,0,0,0
336375,143,143,0,0,0
336383,103,103,0,0,0
336387,72,72,0,0,0
336405,252,252,0,0,0
336408,72,72,0,0,0
336410,313,313,0,0,0
336463,19,19,0,0,0
336483,180,180,0,0,0
336488,114,114,0,0,0
336499,50,50,0,0,0
336510,137,137,0,0,0
336517,75,75,0,0,0
336568,144,144,0,0,0
336570,63,63,0,0,0
336584,102,102,0,0,0
336593,17,17,0,0,0
336613,198,198,0,0,0
336641,359,359,0,0,0
336649,402,402,0,0,0
336673,83,83,0,0,0
336677,193,193,0,0,0
336686,152,152,0,0,0
336692,17,17,0,0,0
336730,74,74,0,0,0
336764,58,58,0,0,0
336778,54,54,0,0,0
336785,20,20,0,0,0
336792,40,40,0,0,0
336806,43,43,0,0,0
336815,44,44,0,0,0
336816,198,198,0,0,0
336819,18,18,0,0,0
336834,259,259,0,0,0
336835,310,310,0,0,0
336837,121,121,0,0,0
336844,128,128,0,0,0
336866,232,232,0,0,0
336871,70,70,0,0,0
336877,113,113,0,0,0
336879,193,193,0,0,0
336886,24,24,0,0,0
336896,36,36,0,0,0
336900,163,163,0,0,0
336902,315,315,0,0,0
336914,25,25,0,0,0
336916,402,402,0,0,0
336922,34,34,0,0,0
336924,1,1,0,0,0
336931,402,402,0,0,0
336932,310,310,0,0,0
336935,102,102,0,0,0
336937,198,198,0,0,0
336941,131,131,0,0,0
336952,171,171,0,0,0
336970,198,198,0,0,0
336971,113,113,0,0,0
336977,113,113,0,0,0
336982,313,313,0,0,0
336986,114,114,0,0,0
336996,180,180,0,0,0
337009,25,25,0,0,0
337012,76,76,0,0,0
337015,313,313,0,0,0
337023,315,315,0,0,0
337030,18,18,0,0,0
337035,167,167,0,0,0
337037,70,70,0,0,0
337051,252,252,0,0,0
337069,259,259,0,0,0
337090,56,56,0,0,0
337092,70,70,0,0,0
337096,255,255,0,0,0
337102,101,101,0,0,0
337119,18,18,0,0,0
337120,345,345,0,0,0
337125,57,57,0,0,0
337142,128,128,0,0,0
337146,3,3,0,0,0
337148,167,167,0,0,0
337170,313,313,0,0,0
337182,54,54,0,0,0
337187,22,22,0,0,0
337193,282,282,0,0,0
337216,251,251,0,0,0
337217,9,9,0,0,0
337221,255,255,0,0,0
337230,102,102,0,0,0
337234,7,7,0,0,0
337246,345,345,0,0,0
337256,259,259,0,0,0
337270,103,103,0,0,0
337276,70,70,0,0,0
337289,255,255,0,0,0
337290,232,232,0,0,0
337293,1,1,0,0,0
337296,201,201,0,0,0
337329,252,252,0,0,0
337331,158,158,0,0,0
337334,56,56,0,0,0
337358,345,345,0,0,0
337375,35,35,0,0,0
337379,3,3,0,0,0
337384,251,251,0,0,0
337393,299,299,0,0,0
337413,7,7,0,0,0
337455,359,359,0,0,0
337459,35,35,0,0,0
337471,171,171,0,0,0
337474,23,23,0,0,0
337493,114,114,0,0,0
337536,259,259,0,0,0
337541,45,45,0,0,0
337545,121,121,0,0,0
337550,28,28,0,0,0
337554,151,151,0,0,0
337562,345,345,0,0,0
337567,16,16,0,0,0
337582,103,103,0,0,0
337612,40,40,0,0,0
337617,75,75,0,0,0
337628,15,15,0,0,0
337644,345,345,0,0,0
337649,259,259,0,0,0
337677,315,315,0,0,0
337680,102,102,0,0,0
337706,34,34,0,0,0
337713,29,29,0,0,0
337724,102,102,0,0,0
337726,63,63,0,0,0
337738,246,246,0,0,0
337743,120,120,0,0,0
337746,255,255,0,0,0
337749,193,193,0,0,0
337750,359,359,0,0,0
337751,76,76,0,0,0
337752,193,193,0,0,0
337760,315,315,0,0,0
337766,359,359,0,0,0
337774,402,402,0,0,0
337777,184,184,0,0,0
337790,130,130,0,0,0
337798,306,306,0,0,0
337803,359,359,0,0,0
337806,76,76,0,0,0
337810,299,299,0,0,0
337813,353,353,0,0,0
337815,66,66,0,0,0
337822,143,143,0,0,0
337834,252,252,0,0,0
337843,29,29,0,0,0
337851,259,259,0,0,0
337854,310,310,0,0,0
337863,306,306,0,0,0
337880,315,315,0,0,0
337902,281,281,0,0,0
337912,259,259,0,0,0
337914,39,39,0,0,0
337917,345,345,0,0,0
337938,402,402,0,0,0
337950,56,56,0,0,0
337958,168,168,0,0,0
337961,310,310,0,0,0
337962,259,259,0,0,0
337984,315,315,0,0,0
337985,3,3,0,0,0
337989,29,29,0,0,0
337994,101,101,0,0,0
338007,255,255,0,0,0
338010,246,246,0,0,0
338030,137,137,0,0,0
338035,133,133,0,0,0
338054,246,246,0,0,0
338064,121,121,0,0,0
338068,103,103,0,0,0
338071,313,313,0,0,0
338074,22,22,0,0,0
338082,3,3,0,0,0
338098,143,143,0,0,0
338102,167,167,0,0,0
338124,137,137,0,0,0
338135,252,252,0,0,0
338186,299,299,0,0,0
338189,180,180,0,0,0
338191,9,9,0,0,0
338203,255,255,0,0,0
338225,252,252,0,0,0
338240,74,74,0,0,0
338242,259,259,0,0,0
338252,50,50,0,0,0
338253,13,13,0,0,0
338260,152,152,0,0,0
338263,44,44,0,0,0
338268,9,9,0,0,0
338285,3,3,0,0,0
338288,36,36,0,0,0
338310,402,402,0,0,0
338312,184,184,0,0,0
338318,345,345,0,0,0
338332,121,121,0,0,0
338334,144,144,0,0,0
338348,252,252,0,0,0
338350,137,137,0,0,0
338357,14,14,0,0,0
338370,121,121,0,0,0
338390,16,16,0,0,0
338402,36,36,0,0,0
338404,402,402,0,0,0
338444,76,76,0,0,0
338458,55,55,0,0,0
338463,306,306,0,0,0
338487,32,32,0,0,0
338502,313,313,0,0,0
338512,359,359,0,0,0
338514,313,313,0,0,0
338525,255,255,0,0,0
338549,32,32,0,0,0
338556,282,282,0,0,0
338574,18,18,0,0,0
338585,359,359,0,0,0
338587,10,10,0,0,0
338590,74,74,0,0,0
338599,313,313,0,0,0
338601,232,232,0,0,0
338602,54,54,0,0,0
338606,299,299,0,0,0
338624,282,282,0,0,0
338637,158,158,0,0,0
338640,102,102,0,0,0
338683,259,259,0,0,0
338706,359,359,0,0,0
338712,201,201,0,0,0
338717,16,16,0,0,0
338746,76,76,0,0,0
338759,402,402,0,0,0
338772,315,315,0,0,0
